ùnd de het de tokter ggsait nur under dère bedingig das die therapii wiiter gmacht wäärdi	LU
ä reschiim wo d sowjetun anerkhennt	BS
und echli churzaarmig het si gsait chum echli uf mii siite du chaschmer echli hälffe	LU
main das sind gaischtigi närböde gsi für mi natürlig denn denn	BS
wäns am hittler is konzäpt passt hetti	ZH
han i gseit ja s tüe mer leid aber muesch si abgää	BE
het mǜsen iiruke jä	BS
joo si si zimli abgmageret gsii	BE
das chani nìd genau so glaube uf jede fau ìschs	BE
das ìsch en isebaanerbougnosseschaft	LU
da hät s dänn amel eson en linsebrei ggää	ZH
de heimer öppis bi de füüftuusig franke heimer do	BE
und miin halbbrüeder isch dänn au	ZH
härr haupme und han en dänn aaprüelet	ZH
het òü im tiaater mitgmacht ùnd ich ha vil jaar	LU
nächer und zum teil eersch hüt vernoo hä	BE
und da hämmer e luschtigi episoode ghaa	ZH
dänn mi händ äin siig nach em andere ghöört	ZH
dän het iich im het er chöne bi ois sii	ZH
sibeti oder nünti taag es hät na käi	ZH
a dem aabe si	BE
úniwersaal das si di eerschte armeemaschine gsìì	BE
ùnd ìch glaube mer ìsch wider e chlii mee i d chile	LU
das me daas wie me settigi sache chaa zäichne	BS
äu mi bappen ìsch seer intressiirt gsìì am politische gschee	BS
im gfängnis dänn	ZH
aber voo disskussioon das hets nìd ggee	BS
unbegriiflich fü miich	ZH
im poschte isch immer eine	BE
dä dèèt lieber schaffe	BS
keiner jude mee ghaa in dütschland	BE
das isch im bäärn gsii e taag lang	BE
das gläubt mer gaar nit was daas bedüütet het und wie die umbedingt häi welle öpis uusefinde	BS
mìr sind jò voo	LU
woni luschtigerwiis na e welotuur i d inerschwiiz inerschwiiz gmacht han	ZH
uf s anderi gfale	ZH
und deheim het si de der vatter gwedelet und	BE
fridesschalmäie vom vom wo dem hitler sini reede ghalte hät	ZH
damits jòò nìt öppis händ chönne mache	LU
trüühùndert sägmer so	BE
aber i chön i arbeitsdienscht	BE
ùnd am ìch wais nüm ìsch am ölfi oder ìsch am zwölfi schlùss gsii bi beromünschter	LU
si bluuse wider gnoo unger em boum u schisch zrugg	BE
aarm	BS
bodenäbe	BE
ghüraate und da hei mer si ganz gaarte müesse	BE
er isch immer seer güetig gsii mit öis	ZH
und me	ZH
äu doo hèt me mese luege dr mietzins ìsch natürch gloffe wie wie ùnd jee nìt	BS
u när wo si öppe zää meeter vor mer si gsii ha se no nid gsee plözlech nüt mee schtiu	BE
de hittler	LU
jò jò ùnd ìsch den dòò si het gsait dass das sig e ke	LU
wo wo e zitlang jeede soldaat ghaa hèt nìt	BS
das ìsch ganz ganz schlim gsìì ganz schlim	BS
zor machtergriifig im nögschte wältchrieg gsi d frontischte	BS
und d bevölkerig waarschiinlech meerheitlich ou	BE
am mim zwanzigschte gebuurtstaag bin ich a sällem oobe	BS
do ghören i öppis	BE
und ebe eson e e mischig	ZH
hät überhaupt niemer mee	ZH
s isch wi gsäit e chliises gschäftli gsii	ZH
und de hends ja scho angscht gha er haig z wenig zässe ne hendsem eppe chli gält	LU
hani tänkt ìsch doo ìsch nìd militäär gsìì ìsch ou polizei gsìì dert he das ìsch	BE
nai das wais ich äbe nǜmme genau wil	LU
vo dèren ofiziirsschuel sind den gemèèssigter gsìì	BS
u dört simer go luege u da da ìsch no gsìì ìsch nachher abgrìsse	BE
ìsch nöime aazǜnt im ruusch innen aazündt woorde dä ìsch ìsch chli verbitteret ggsìì ǜber die gnosseschaft	LU
plan der arbait vom vom	BS
u nächher ìsch der elemgee choo vo der waffefabrigg das ìsch es wùndersch	BE
das ìsch e schwììrigi froog	BS
ìsch ìsch mìt debii gsii	LU
uf käi räis ooni das er z eerscht gsäit het	BS
cho raadio lòse die wo kene ghaa hend	LU
du hesch gwǜsst es aso iich bi überzügt gsii	LU
isch seer gschezt woorde wäge dem vo der anderne koomischerwiis	ZH
dänn han i wider dienscht gmacht und dänn eersch am föifezwänzigschten auguscht	ZH
me ja me händ ä seer vil me händ e seer e guets familievehältnis dehäime ghaa	ZH
ab vieredrissg het s bi mir khäni diskhussione gää	BS
nette haupme ghaa	ZH
s isch nünzähundertäinedriissg isch es färtig pout gsii oder nünzähundertzwäiedriissg	ZH
isch dò usbildet woorde	BS
natüürlich doch a auuem zäme fröid ghaa u gluegt gäl mer si mee oder weniger vom land choo hiie	BE
vor er gschtorben isch	ZH
schwiizer froue won e tütsche ghüraate hei	BE
und da hei mer nid viu ghaa	BE
mini eltere sind mòl uf zǜri sind i ggabare gsii s ggòrnischò̃ò̃	LU
wo ja läider seer vili seer vili ofiziir	ZH
dasch waar mh	BE
dò ìsch usgrükt woorden am moorgen ùnd	LU
d voorgschicht vom nichtangrifspakt wil	ZH
gweer dehäime jede hät siini	ZH
bin ich ggange es sind alles manne gsii und ai fròü die het welle d maischterprüffig mache as daameschniideri si het welle	LU
me het sen emoo vo wiitem gsee öppe	BE
usgang	LU
händ äu miese die flùùgzüügtüppe chönne zaichne	BS
ùnd aber	BS
won en immer seer schmäärzlich berüert hät das hät er verzelt und esoo bin ich natüürlich seer schtaarch	ZH
jaa di schprüch si o umeggää woorde	BE
ǜbrigens hani daas z wärtischtäi ou erläbt	LU
s abkome vo münche praacht wil in münche	ZH
inere wonig inere	ZH
und de hei mer daa	BE
esoo het me öppe über di sache zäme diskutiirt o	BE
bi puure go schaffe die puure sind froo gsii wil	ZH
joo	BE
s isch dänn s roti hemmli	BS
für auui	BE
iich bi relatiif als juugendlìche scho verwöönt gsìì indäm ich	BS
aui driissg santimeeter	BE
vom wa vom waale	LU
doo ìsch s no d lozäärner nöischti gsii	LU
aber dr	BS
und munizioonsträäger linggs und rächts	BE
ìch glaube mit sim wais nǜm ìch wais nǜm wi si ghaisse	LU
das soo hät ers wöörtlich gsäit	ZH
vo de suuwa jò ùnd de bini det verbii	LU
vierzää semeschter	ZH
sin si negative wäg scho aträtte laider he	BS
han äigentlich en schreken überchoo da daas chani scho säge	ZH
kaini maitli derbi natürlig	BS
obwool jaa die ziit gsii isch voo dee amerikanismen äigentlich	ZH
bade isch e khulturpolschewischtischi sach gsi	BS
dert wo de bundesraat minger häärchunt	BE
je je i has gfǜu ghaa jez jez was passiirt jez	BE
nüünzähundertsibenedriissg	ZH
eson e ain äusschlaichen	BS
ja mer hend	LU
ìch bi de i d schtùbe fǜre deet ìsch de radioo gsii	LU
eiglich nììd	BE
ebe ich ha di chinderfründgruppe han ich gläitet	ZH
mir hend ane vierdriissgi ghüraate ane ane sächsedriissgi hemmer de bueb geboore de isch do driijäärig gsii	LU
würklich öppis	ZH
dänn dänn hämmer	ZH
nùr mi grosvatter wil er het e walisseri ghüròòte	LU
de pile uf französisch der etter uf tüütsch und ich ha si ghöört	ZH
alli äärzt wo doo chö̀ne furt	BS
nünzehundertnüünzgi	ZH
aso miir händ das zwaar auch echli	ZH
wo mìr händ den so gruppe ghaa zäänergruppe	BS
beschtäätigt woorde ìsch schpääter het me ja di schwarzi u di zwöihùndert daa di	BE
uf der aldaane usse die händ die die	LU
vo dr khapede nünzäfünfezwanzig glaubi	BS
aso s isch d chinderorganisazioon gsii deet vo de schpanische sozialistische juged	ZH
juu aso i main me hèt döt schoo aagnoo dass die amerikhaaner	BS
woorde ja	ZH
ìsch aus razioniirt gsìì	BE
guet es het nattürlìch	LU
die inerhalb vo zwölf schtunde mobiil isch nöd jede hät siis	ZH
was denen imponiirt het d uniform oder de schnaid	LU
wie nai nai òu jeeregot	LU
ùnd ebe früecher	BS
oberscht gsii im dienscht	BE
händ gmèèrggt jez chunt e nöiji e ziitabschnit fǜr sii	BS
han gsäit jaa wüssed sii wänn äim e däraart unngrächt gschee unrächt gschiit	ZH
was han ich damals grauch märilong	ZH
vo de soziaaldemokraatische partei wülflinge	ZH
oder de ìsch den flaisch drinne gsii aso wì gsait ìch haa	LU
was mer ez daa leeri isch nid für nüüt imi	BE
und der maa het gseit	BE
wo häi welle	BS
ùnd de zwöit	LU
me s ìsch äifecht e es en unsicherhäit ìsch doo gsìì	BS
und seig immer d gaaslatèèrne go aazünde wo mer no käi elektrisch ghaa hät	ZH
usnaam isch gsii	BE
den hends mer ggsait jò si schteled mììch aa	LU
mer hän khai gegeverheltnis gege jude gha oder so also de normali	BS
mini frau die iri eltere	ZH
mir si zum biischpiu uf d fule das ìsch ou no zerzöuue	BE
die chö̀nnen üse die chö̀nnen üs i	BE
aaber voorhäär nìt	BS
dass enziet sich mine khentniss ich chönts zwòòr hütte nò uusfindig mache er woont nèmlig dòò i dr nööchi	BS
isch do dergege gsi jo	BS
das hät i nid chönne	BE
und da hei mer em sundig	BE
das muss i de	LU
mini reakzioon isch äifach gsii das wärd ich nie vegässe	ZH
ùnd üse vatter het üüs	LU
di bekanti	BS
so hämmir das gmacht gha ich jo	BS
jò das si si in in de pholnischi uniforme choo	BS
me händ au chliini schauschpiil ufgfüert	ZH
joo s isch auso chli iluschtriirter	BE
hend si mìtüberchoo	LU
het den ìsch chrank woorde het	BS
ganz entschide win iich äu für di aliirten iigschtande	ZH
fǜǜr das dòitsche denkhen z mobilisiere	BS
vo dène füfze schüeler hämer en äinzige ghaa	ZH
isch i früepangsioon ggange	BE
für öis isch es es s eldoraado ggsìì das mües sääge	LU
andersiits isch ou scho bekant gsi das äbe viu	BE
sondern äu faaneflǜchtigi	BS
ìsch aso ganz es äafachs ässe ggsìì ganz aifach jo	LU
duu döitschland und de sii	BE
är hed das roti hemmli ufem bode	BS
vom tribünal schnääf	ZH
chum tue doch umsattle bim schponagel vediensch mee	ZH
uf öörliken i d chile	ZH
di si meistens us der aluu	BE
ja i wais wüsst si ich bi ja	BS
e ruum miete won äär het chöne goo	BS
aso daas im aktivdienscht das han i scho nach gad ach em aktivdienscht gschribe	BE
ùnd de hets mängisch vilìcht um zwee drei rappe nìd gschtùmme	LU
aber dasch den priimaa ggange	BE
ùnd mer hend	LU
dää erlass ìsch ja gmacht woorde vor em chrieg waarschiinlech	BE
ìch hät den nò s gfǜǜl ghaa är chönt deet use telegrafiere ùnd ìch chiem den	LU
as aso	LU
aso chuurz vor im chrieg	BS
i chö̀nt die aube grad go schǜttle	BE
i d schùu mìtne me het gschuutet me het me ìsch go bade me het	BE
e leer gmacht i de schadleen z gänf	BE
in es isch si händ sind	ZH
di aint het en uirner maa di hend e groossi farm ghaa	LU
zwöi drüühundert meeter gsi	BE
tur daas dass si es reschtorò̃ò̃ ghaa häi d mööglichkäit ghaa häi mit de lüüt z vercheere der öise vatter het verzelt vo sim lääben in süüdameerikaa dasch seer vil be beachdet woorde wil miir vil buure ghaa häi	BS
vo andermat obenabe	LU
durgfüert woorde wi en verbrächer und is	ZH
und het im wältsche	BS
der fäudweibel de furiir gmacht	BE
und häi müesse iiruke nüünzehundertvirzää	BS
aber daa ìsch au aso zimli lang ggange u mir das auso nìd gmeerkt	BE
chlii weeniger	LU
hei damit eim niemer gsee het	BE
und tänkt ez gits chrieg ez mümmer gaa	LU
weiss ez nüm genou i gloube zwee kilomeeter vom uufert ewägg	BE
das me d lüüt gsee ja ez isch me hei	BE
die werdid ez alli uisghoben und richtig bigrabe	LU
das het üse vatter chönnen äbe biibringe	LU
iez het mich emòl en maijoor oder en oberscht oder was ggsìì ìsch gfrogt	LU
nuur aigentlich die fräue wo	BS
guet mer het gwǜsst er ìsch gäge d jùde	LU
u nähäär	BE
muskelkaater ghaa und blootere	BE
han ich mi vom junggsellelääbe drent	BS
hèts nò khaini modäärni mittel mit radaare ezeteraa gää nìt das hät me äu nìt khönne uf jeedem boschte haa sondern	BS
er hät i de zwüscheziit ghüraate ghaa	ZH
will si für mi nid e freie schtaat gsi sind	BS
worum het mer nìd tualette chönne organsiere	BE
wo als chind bin ich seer vil deet gsii äigendlich	ZH
jedefaus scho im füfeviirzgi auwä	BE
sogaar mit em armeekomando alls zäme die häi mir ali	BS
dänn i de sozialischische juged seer aktiiv mitgmacht han bi	ZH
als oberscht no witerbeglaited i miner militärische karriere vo soldat zu soldat oder so he	BS
i ha aber nüüt gsee mit de taschelampe wiu i se	BE
und sind eppe fifze aarbaiter gsii	LU
macht mer alles zue am oobig oder nììd	LU
ùnd ha wider echli mǜsse louffe s schtäägeli uuf ùnd s schtäägeli aab das ìsch	LU
zwäggschteut das si chöi size	BE
a de a de a a de riigränze	ZH
s wüürd also z wiit füere	ZH
ùnd süüdfrücht hets keni ggää	LU
drum bin ich dänn zur sanitäät und ha gsäit wenn schon dänn wot ich	ZH
das ich äigentlich i miim läbe	ZH
mir isch öises huus gschtande schtaat hüt no deete	ZH
also achzehundert	ZH
bi dänn aber durch de	ZH
dings sind gflüchtet	ZH
s allermäischti ìsch gsìì ìch ha zwäi chläini chinde ghaa	BS
und mir händ asoo seer mager müse dure	ZH
voorwiegend	LU
zäichne	BS
das isch übrigens wenn si das ich bi denn	BS
han aso imer äigentlich müe bekundet	ZH
naachhär ìschs den ebe nach kriigsendé sind den glii die reforme choo nìt	BS
vom usgangstönü ins eggserziirtönü	BS
d armuet	BS
peroggee das oder soo irgend en oort	BE
jaa dänn	ZH
s wììchtigschte siig wen äär	BS
mich kaufmänisch betäätigt	ZH
phaltet he u wemme iigrǜkt ìsch het me daas drataa	BE
ez chönt me eigendlech daas mache	BE
aber si sind fü d sowjietunioon han gsäit jaa ich bi fü d sowjietunioon jaa seer richtig	ZH
isebaanwäge dur d schwiiz ggloo	BE
hät sich aber überall dasch en gwüsse schaftner gsii	ZH
han ich s gfüül es git ez besseri ziite	LU
das sind die fäschttage gsii	ZH
je das ìsch	LU
agänt isch ja daamals de de de naachfaare wo der das das das	ZH
die wo würklich kämpft händ die wo	ZH
het me däm gsäit	BS
uund und so isch das	LU
verschideni maassnaame sind dò droffe woorde das me die	BS
händ die familie landolt gsäit jaa aber	ZH
na seer na seer miniim gsii	ZH
also ich wäis natüürlich scho wen er ganz genäu	BS
de ìsch èini ggsìì vom èffhaadee e vom gattiker	LU
het mer jò genau gmèint iez iez chunt er de vo unden ine	LU
häuptlüt wo döört cho sìì ìsch äu si der	BS
dasch glòüb ich mi brieder de sait er ja	LU
i dem chliine i dem	BE
und deet hani di eerscht wienecht gfiiret	LU
aso alaarm ùnd de het me si de ghöört obedüre gòò	LU
als iner seer e guete posizioon gsii und bi seer guet gsii	ZH
hei mer denn chönnen aanää ussert	BE
und ich wäis nu das er dehäim gschtorben isch	ZH
gäg di tüütsche gsii sind	ZH
doo hets lüüt debii ghaa die häi joore gsamlet die häi joore gschpaart und gschpaart und gschpaart	BS
wämmer dän gält hät oder isch das jez soo öppis furchpaars	ZH
jòò deet voore ùnd dorum händ de die chind nìd mit üüs umbedingt selle rede	LU
jaa vor füfefüfzg jaar sind die uisgwanderet	LU
ja und ziitige	BE
der khöönig der astroloogen in der schwäiz jez sozusaage	BS
ufän erschte juli nünzäzwaiedrissg isch d von paben regierig	BS
und ha dänn gfunde mol	ZH
halbbrüeder gwoont und i äim mini halbschwöschter	ZH
relewant gnoo und	ZH
aber die wo äbe di chliine	LU
nei das	BE
uusbiudig in lieschtu	BE
loosgaat	ZH
mit de fotoo won e i fasch aui	BE
u näher si di d soudaate abecho und	BE
aber für	LU
uf d widerholig vom eerschte wältchrieg auf di siigräiche widerhoolung	ZH
mit de wösch	BE
das dörffi emal säge öppis schreklichs gsii	ZH
und isch schpö̀ö̀ter scho nünzehundertsibe	ZH
ha die eggsperimänt wo zaigt woorde sind äu uf em gebiet chemii	BS
esoo öppis isch gsii aber ich chönt würklich daas nüme säge	ZH
ja de het me eifacht e beschtimte abschnit nid	BE
mi händ ja ghaa mi händ ja no mee	ZH
bin äu	ZH
aber i weler	BE
ùnd äär isch det dure aso e schenii gsii	LU
s ìsch vilìcht nootwändig i de hüttige	BS
dò het me so wäns gège siibenedrissg gangen ìsch	BS
d englender hei schlìm dure müesse	BE
und mini groggi won ich gmacht han han ich ali	ZH
ìsch seer oft ìschs e schtroofaggzioon gsì wil äu wider iirgend e chlainikhait nìt gglapt hèt	BS
dasch unvergässlich	BS
tüütschfrüntlich gsii	ZH
koomisches	ZH
ja ja sind si uisgwanderet	LU
und hend do die gsait du chasch aber du hesch glik du hesch so langi arm	LU
kantonemänt wo si ghaa heig mi chön nid schloofe do	BE
we wes normau wiiterggange wääri	BE
s unsere inschtruggtoore	BS
denn het jede puur het doo	BE
äär ìsch e e guete seer e guete leerer ggsìì ìsch alerdings do i de rus	LU
iich schpööter natüürli dänn i de also aafangs viirzgerjaare	ZH
nai alli mitenand	LU
und daa au	ZH
me mues die ziit beuurtaile	LU
i de nööchi vo lüttich in belgie	ZH
u de hei mer s aube dört ine too bis d polizei cho isch	BE
da het är isch er dienschtfreie woorde	BE
ez hani das nìd rächt verschtande	BS
isch übrigens de äinzigi juud gsii	ZH
dä isch in wolfeschiesse gsii däsch schpeeter in z wäggis im tannebärg bimen onkel knächt	LU
über das redemer jo da sind jüdischi ding ezetera vieredrissig	BS
gusèng vo i vo minere mueter	ZH
bi mie händ esoon e landebärgaalaag hät das ghäisse	ZH
het me bevoor me i dienscht e het me müsse	BE
an di eerschte juugendjoor seer wenig ich han e glügglichi juugend ghaa	BS
de am suntig öppe go hälffe telegram aber da ìsch de nòch em chrieg gsii	LU
ìsch es huus gsìì wo äär het chönne e e	BS
ich hoffe ich widerhol mich nööd	ZH
er isch nid angaschiirt gsii	ZH
für di gsamti leer het er müesse zaale	BE
für en koleeg und die das hät er dänn müesse zale	ZH
und ch ich wäiss das miin vatter isch seer vil äigentlich au	ZH
äär ìsch de büechergilde guetebärg mìtglììd gsii	LU
das mi an dä müese de chopf anehänge	ZH
und mit em laschtwagen isch èèr doo e	ZH
s zimmer wider chöi bruuche nid das das nid beleit isch	BE
also das han ich natüli gwüsst he	BS
seer gschèzt häi und so het äär chö̀ne	BS
si chö̀nte verwütscht wäärde i säg jez esoo es woort si chö̀nte	BS
doo het mer ja naa der kabut uifpunde gha ich mues gad ich mues am eerschte taag gaa	LU
da i de diskussioone genauso wi jeder anderi mini mäinig wänn si mir die nämed	ZH
und soo bin i da so kwaasi der kompaniijoggel woorde	BE
wo dò schtatgfunde händ äu choole für d schwiiz nìt dasch jò ales ǜǜbert	BS
de gegner gsi	BS
hät sich s ergää das äine vo irne gusèng si hät vier gusèng ghaa und ali sind ire naagloffe	ZH
mi het müese schaffe wi me gschaffet het	BE
er heb e füürchugele gsee	ZH
ebe nach haawerd	BS
mìr sìnd nie güüder gsii	LU
ùnd die fuurme wo det verbii sind hend iri ross chönnen iischtellen ineme sch ineme schtal näbezue	LU
isch deet gsii und dänn plözlich hämmir mäldig überchoo	ZH
das ìsch ds gfängnis gsìì voo vo tuun	BE
het äär òü miesse hälffe die die liiche	LU
woo siner ziit dr ganzi eerschti wältggrieg scho dienscht gmacht hèt	BS
so weli weli frekwänzen ùnd soo	LU
das maal schlönd s de schädel ii	ZH
händ si hoochzig ghaa	ZH
zum glük verschoont	ZH
han ìch e schtügg appròchen ùnd in s muul gschopt	BS
nüt mee	BE
eini vo noorweege choo	BE
wem mir z verdanke händ das mi überläbt händ	ZH
papiir kontroliirt	BE
bi ìre angere abteilig gsìì aso ire angere	BE
bawaart föörschter	BE
koufmännische us der leer ìsch choo	BE
jòjòo grìp sowisoo	LU
dass miir emaal mit öiserer groossmueter	ZH
negatiifs ggait hät das het gaar nìd gää	LU
oder äu s s phargginsonbrinzip nìt	BS
jaa also mir sind	ZH
truured seer	BE
isch èèr i de schlosserleer gsii	ZH
ganz schtarch entwiklet	ZH
äu daamals na isch de uusbildigsschtand	ZH
nid me het daa no d schloufe ghaa	BE
ùnd si säged er müss det unden ine choo sii er	LU
s sudeetegebiet uusgliferet händ	ZH
die si guet gsìì	BE
diä sind döt drbii odr so und döt bin ich also au	BS
volände das isch mi nid möglich	ZH
äigendlich en ärinnerig wo mich	ZH
hets de wòòrschinlìch miuch ggää oder soo	LU
ö̀ppe chlii hamme	BE
psezt gsii vom militäär	LU
aber si sig z schpoot choo si hebi nüüt me chönne	LU
gägen ire ineri wile gägen ihres häärz	ZH
und dän isch èèr aber	ZH
gsee hèt nìt vo däm aafliegende flùùgzǜǜg ùnd hèt chönne saage jez ìsch d dischtanz	BS
er müesi z eersch en pruef haa	ZH
das isch also das das han ich dän emal aber ich ha dè brief nööd	ZH
und si hät ä ziitige gläse	ZH
isch dän soo gsii as èèr s uufgebot überchoo hät und dän	ZH
mìr händ waiss ned öb si nò wǜsse was en èèrlemaijer ìsch vilìch händ si daas emòl bruucht	BS
pawi	BE
das het scho also was	BS
es sii di froue si zwänzgjärig gsii wi wi ne em pass gse ha	BE
uf al fäl isch es scho seer nö̀ö̀ch vom chrieg oder sogaar scho wèret em chrieg gsii	ZH
ja die hend si hend gsait sie haiged allig	LU
das duu mäinsch ìsch sig käi phatrioot ìch	BS
vonsaalis hèt me glost nìt	BS
und nach hinterlake	BE
und di si nächer nach ändi dört plooget woorde	BE
umenand	BE
nüüt	BE
i äim boot gsii und hät öis sole aagriiffe	ZH
und da het eine	BE
und den häis in aso abgfüürt	BS
hèt är äu zuegang ghaa zunere telifoonlaitig nìt	BS
me het ja de tiitsch öppen òü ghört und de hittler ghört lärme	LU
go luege	BE
ùnd mi vatter het mir hend e husgarte ghaa mer sind dò i dem kwartiir	LU
gaat	ZH
bäärn u u het chönne gaa	BE
pholnischi musig ùnd di phoole wo mer dòò gsee het wo d schtròòsse pouet hend	LU
und dä isch au in baasel	BS
er chäm es uufgebot über in abessiniechrieg	ZH
mini mueter hät schwèèri gebuurte ghaa und dän	ZH
und ich ha dört chöne mi famiilije ufboue	BS
het jo niene käi	BS
nai daas nììd esoo ggoutet het er sììch scho nììd	LU
dènemaark und noorwèègen aagriffe woorde	ZH
de ganz groossi	BS
z zǜri het i de inere schiiwagnerei gschaffet	LU
mini frau hät gschaffet und ich ha näbebii gschaffet öis	ZH
und hingerhäär hei deil gseit si heige nid gseit si schwööre si hei gseit	BE
am zwöi oder soo u di angere eersch sächsi he so vìlìcht vier schtung näch üüs he	BE
das isch aber gsii won ich ganz chlii gsii bi dän im drüüedriissgi	ZH
ùnd di sìnd im früelig choo das mus um di aso um	LU
ùnd inschtruggzioonsofiziirsanwèrter nìt aso uf de bruefliche baasis	BS
waarschiinlech wäärs eifach gchouft woorde	BE
für dä han ich au plään müese zäichnen amel	ZH
mer heis keini ghaa hie	BE
han imer gsee ghaa das di tüütsche da seer seer schtarch sind und sich seer diszipliniirt uf de chrieg voorberäitet	ZH
ùnd es es ìsch aso seer früe gsii	LU
mi sind en guete mittelschtand gsii uf jede fall	ZH
und dän isch si	ZH
mir mir hend de mängisch gsait lieber ainisch chli weniger ässe aber	LU
gränzwach iirüke	BE
über dii komunistischi juged	ZH
näi näi	BS
ich ha mich nu imme fü di andere iigsezt	ZH
wenn er se doo dürebringi	BE
ìsch scho aafangs virzgerjòòr	LU
misshandlt worden isch vo de nazi he	BS
ich gläub am drüüezwänzgischte juni oder am foifezwänzgischte am drüüezwänzgischte juni isch de waffeschtilschtand gsii	ZH
miir ich binem go suppe bringe won er arbetsloos gsii isch	ZH
das mue mer ou wǜsse hǜt das er das het	LU
es baad	BS
nach de chinder nach de fräu	BS
und ha sèèr vil glismet ich ha sèèr scheeni sache chenne mache ganzi	LU
ich main zeerscht ebe drüü aso s hèt natürch aagfange mit em phoole fäldzuug nìt	BS
bin ich uufgwachse	ZH
das nìd erläbt ììch waiss es nuur vo mim vatter	BS
öppen im zwäiesibezgi dreiesibezgi	ZH
äärntedääg sige ez doo und	BS
wo efeszet oder	BS
dò het mer mǜsse ganz voorsìchtig sii was mer verzelt het	LU
unter miiner füerig wird käin juud	ZH
ìsch das bäi gläämt ggsii	LU
händ	BS
mit lüüt wo i s wältschi gange sind	ZH
öb me se nìd hät chönne möglechkeit ha fǜr fǜr angers	BE
projeggt inne gsì ìsch dää hèt aso möse die schtroosse hinter wäggis go schpränge nìt	BS
entschide	ZH
das das motoorreder gsii sind wo chalt gsii sin	ZH
über muttez prattele	BS
ggsee scho bedingt dass me es bizeli apassigsfääig	LU
dänn händ	ZH
jaja me hets ufggää u het gseit de redüi ìsch ìsch numen na daa	BE
vo huus zu huus gluegt öb ìrgendwoo am oobig liecht useschiint	LU
vo dene vorderige	ZH
u det hets schpeziaalabteilige ghaa für	BE
nach dreine wuche isch fertig gsii	BE
ds mueti u ebe mit dem neeli un ii	BE
ganzi fälder vol hem mììr dò härdöpfu gschtekt	LU
isch verhaftet worde vo vo de armeepolizei und nochäär glii drǜǜberaabe natüürlig wider furt gloo worde	BS
i der umgäbig deet enand ardänen ine	ZH
ùnd miir hend de d mueter het das üüs gsait aber under schwaigepflicht oder	LU
und da hei si si mer öppe viu da mieder hii	BE
d landi bini gsìì ja	BE
ìch ha bim schiesse han ìch gwönlech ha d ouge	LU
är isch uf generaalmacht gsìì im eerschte wältggrieg äu emòl nìt	BS
und i has beduurt	BS
mitaarbäiter i de fabrik	ZH
aber er hät dure hundsgemäini macheschaft	ZH
sigi maschinegweer	BE
hooi ofizier	ZH
s ìsch ou s finanzijelli ggsìì ìch ha jò disentis nìd ver	LU
u nächer öppe drei oder vier drööt	BE
d regierig oder ooder	BS
de isch er alig uif e tisch uife gschtande und chlii üiftaa das si chli gwüsst hend was	LU
